index,PassengerId,HomePlanet,Cabin Deck,Cabin Number,Cabin Side,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported
2595,2783_01,Europa,G,452,S,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2596,2783_02,Europa,G,464,P,False,55 Cancri e,27.0,False,2.0,8.0,0.0,2864.0,155.0,False
2597,2784_01,Earth,G,465,P,False,TRAPPIST-1e,27.0,False,0.0,0.0,1661.0,52.0,8.0,True
2598,2785_01,Europa,F,544,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2599,2786_01,Earth,F,591,P,False,PSO J318.5-22,27.0,False,0.0,1.0,0.0,195.0,493.0,True
2600,2787_01,Earth,C,108,S,False,55 Cancri e,27.0,False,13.0,0.0,1098.0,64.0,1.0,False
2601,2788_01,Earth,F,545,S,True,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,False
2602,2789_01,Earth,C,109,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,False
2603,2790_01,Europa,C,109,S,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2604,2790_02,Europa,C,109,S,False,55 Cancri e,27.0,False,0.0,320.0,4333.0,1313.0,51.0,False
2605,2790_03,Europa,C,98,P,False,TRAPPIST-1e,27.0,False,3.0,933.0,0.0,674.0,731.0,False
2606,2790_04,Europa,F,546,S,False,55 Cancri e,27.0,False,0.0,37.0,0.0,4689.0,0.0,False
2607,2790_05,Europa,F,547,S,False,55 Cancri e,27.0,False,0.0,9923.0,660.0,10.0,266.0,True
2608,2792_01,Earth,E,193,S,True,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2609,2793_01,Earth,G,466,P,False,TRAPPIST-1e,27.0,False,784.0,87.0,0.0,0.0,1.0,True
2610,2795_01,Europa,D,88,P,False,TRAPPIST-1e,27.0,False,10.0,5659.0,15.0,3.0,0.0,True
2611,2795_02,Europa,D,88,P,False,TRAPPIST-1e,27.0,False,0.0,802.0,0.0,2622.0,671.0,False
2612,2796_01,Earth,C,110,S,False,55 Cancri e,27.0,False,0.0,0.0,0.0,863.0,0.0,False
2613,2797_01,Earth,D,89,P,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,1345.0,False
2614,2798_01,Europa,E,176,P,False,TRAPPIST-1e,27.0,False,6.0,437.0,0.0,54.0,3030.0,False
2615,2798_02,Europa,G,467,P,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2616,2799_01,Earth,G,454,S,False,TRAPPIST-1e,27.0,False,3.0,0.0,0.0,881.0,0.0,False
2618,2801_01,Europa,B,88,P,False,TRAPPIST-1e,27.0,False,1.0,767.0,0.0,13104.0,3657.0,False
2619,2802_01,Earth,G,455,S,False,TRAPPIST-1e,27.0,False,18.0,2595.0,0.0,0.0,122.0,True
2620,2805_01,Earth,E,194,S,False,TRAPPIST-1e,27.0,False,0.0,0.0,366.0,268.0,0.0,False
2621,2806_01,Mars,B,107,S,False,TRAPPIST-1e,27.0,False,948.0,0.0,64.0,170.0,0.0,False
2622,2807_01,Earth,G,456,S,False,TRAPPIST-1e,27.0,False,0.0,0.0,154.0,22.0,820.0,False
2623,2807_02,Earth,F,592,P,True,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,False
2624,2807_03,Earth,F,593,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2625,2809_01,Earth,G,468,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2626,2810_01,Earth,G,457,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,False
2627,2811_01,Earth,G,458,S,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,871.0,False
2628,2812_01,Mars,F,595,P,False,55 Cancri e,27.0,False,803.0,0.0,384.0,120.0,0.0,True
2629,2813_01,Earth,D,90,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2632,2818_01,Mars,B,89,P,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2633,2818_02,Mars,B,89,P,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2634,2818_03,Mars,G,460,S,False,TRAPPIST-1e,27.0,False,165.0,0.0,981.0,2.0,0.0,True
2635,2819_01,Earth,G,469,P,False,TRAPPIST-1e,27.0,False,77.0,169.0,0.0,0.0,470.0,False
2636,2820_01,Earth,G,469,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2637,2821_01,Earth,G,469,P,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2639,2822_02,Earth,G,469,P,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,False
2640,2822_03,Earth,G,470,P,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2643,2823_01,Mars,F,600,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2644,2824_01,Europa,T,22,P,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2645,2825_01,Mars,F,601,P,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2646,2826_01,Europa,F,601,P,False,55 Cancri e,27.0,False,1581.0,213.0,0.0,18.0,3051.0,False
2647,2826_02,Europa,G,471,P,False,TRAPPIST-1e,27.0,False,20.0,6807.0,174.0,3538.0,2473.0,False
2648,2831_01,Europa,G,462,S,False,TRAPPIST-1e,27.0,False,0.0,824.0,0.0,495.0,1479.0,True
2649,2831_02,Europa,G,463,S,False,TRAPPIST-1e,27.0,False,0.0,1.0,0.0,2085.0,55.0,False
2650,2832_01,Earth,F,552,S,False,TRAPPIST-1e,27.0,False,0.0,250.0,23.0,0.0,514.0,False
2651,2834_01,Europa,G,464,S,False,TRAPPIST-1e,27.0,True,0.0,11.0,0.0,2205.0,1295.0,True
2652,2835_01,Europa,G,473,P,False,55 Cancri e,27.0,True,0.0,186.0,0.0,548.0,5058.0,False
2653,2837_01,Earth,F,602,P,False,PSO J318.5-22,27.0,False,0.0,0.0,0.0,3.0,1919.0,False
2654,2838_01,Mars,E,178,P,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,False
2655,2839_01,Europa,F,603,P,False,TRAPPIST-1e,27.0,False,1.0,3935.0,0.0,146.0,0.0,True
2656,2840_01,Earth,D,96,S,False,55 Cancri e,27.0,False,672.0,0.0,0.0,0.0,20.0,False
2657,2843_01,Mars,F,555,S,False,TRAPPIST-1e,27.0,False,357.0,0.0,657.0,0.0,0.0,False
2658,2846_01,Earth,F,555,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2659,2847_01,Earth,F,606,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2661,2853_01,Earth,F,609,P,False,TRAPPIST-1e,27.0,False,56.0,757.0,111.0,0.0,0.0,True
2662,2854_01,Earth,T,23,S,False,55 Cancri e,27.0,False,0.0,0.0,14.0,692.0,809.0,False
2663,2856_01,Europa,F,611,P,False,55 Cancri e,27.0,False,0.0,896.0,0.0,0.0,4168.0,False
2664,2857_01,Earth,B,92,P,False,PSO J318.5-22,27.0,False,631.0,0.0,0.0,40.0,0.0,False
2665,2858_01,Europa,B,92,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2666,2858_02,Europa,B,92,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2667,2858_03,Europa,G,467,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2668,2859_01,Europa,G,474,P,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2669,2860_01,Earth,F,557,S,False,PSO J318.5-22,27.0,False,154.0,22.0,77.0,1053.0,0.0,True
2670,2861_01,Earth,T,2,P,False,TRAPPIST-1e,27.0,False,5.0,756.0,0.0,0.0,0.0,True
2671,2862_01,Mars,G,468,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2672,2863_01,Earth,C,100,P,False,TRAPPIST-1e,27.0,False,0.0,2.0,49.0,0.0,801.0,False
2673,2865_01,Mars,F,615,P,False,TRAPPIST-1e,27.0,False,2904.0,23.0,7.0,0.0,81.0,False
2674,2865_02,Mars,G,477,P,False,TRAPPIST-1e,27.0,False,520.0,0.0,442.0,0.0,0.0,True
2675,2866_01,Europa,F,558,S,True,TRAPPIST-1e,27.0,True,0.0,0.0,0.0,0.0,0.0,True
2676,2867_01,Mars,G,478,P,False,TRAPPIST-1e,27.0,False,71.0,0.0,1617.0,31.0,0.0,False
2677,2867_02,Mars,F,559,S,False,TRAPPIST-1e,27.0,False,819.0,4.0,92.0,38.0,0.0,False
2678,2869_01,Earth,G,469,S,True,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2679,2870_01,Earth,G,469,S,False,TRAPPIST-1e,27.0,False,0.0,0.0,1.0,920.0,1.0,True
2680,2871_01,Europa,G,469,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2681,2871_02,Europa,G,479,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2682,2872_01,Earth,C,112,S,False,PSO J318.5-22,27.0,False,0.0,1431.0,0.0,30.0,337.0,True
2683,2873_01,Mars,G,482,P,False,55 Cancri e,27.0,False,2127.0,0.0,23.0,0.0,0.0,False
2684,2875_01,Europa,F,617,P,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2685,2876_01,Earth,F,619,P,False,TRAPPIST-1e,27.0,False,173.0,656.0,0.0,0.0,23.0,False
2686,2877_01,Earth,G,470,S,False,TRAPPIST-1e,27.0,False,418.0,40.0,7.0,338.0,0.0,False
2687,2878_01,Mars,F,561,S,False,TRAPPIST-1e,27.0,False,44.0,0.0,3648.0,0.0,9.0,True
2688,2880_01,Earth,F,620,P,True,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,False
2689,2881_01,Earth,F,562,S,False,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,False
2690,2882_01,Earth,F,621,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,False
2691,2883_01,Earth,E,180,P,False,TRAPPIST-1e,27.0,False,0.0,93.0,1282.0,0.0,0.0,True
2692,2884_01,Mars,A,35,S,False,TRAPPIST-1e,27.0,False,912.0,0.0,0.0,0.0,0.0,False
2693,2887_01,Earth,F,622,P,False,TRAPPIST-1e,27.0,False,0.0,0.0,744.0,62.0,3.0,False
2694,2888_01,Mars,E,181,P,False,TRAPPIST-1e,27.0,True,901.0,0.0,1698.0,0.0,0.0,False
2695,2890_01,Europa,G,485,P,False,TRAPPIST-1e,27.0,False,0.0,351.0,0.0,3.0,3447.0,False
2696,2890_02,Europa,G,486,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2697,2891_01,Earth,T,24,P,False,TRAPPIST-1e,27.0,False,4.0,904.0,0.0,0.0,1.0,False
2698,2892_01,Earth,T,3,P,False,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2699,2892_02,Earth,E,182,P,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,False
2700,2892_03,Earth,F,564,S,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2701,2892_04,Earth,B,93,P,False,TRAPPIST-1e,27.0,False,0.0,1311.0,0.0,0.0,0.0,False
2702,2892_05,Earth,B,111,S,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,False
2703,2893_01,Earth,E,183,P,False,55 Cancri e,27.0,False,688.0,307.0,779.0,0.0,19.0,False
2704,2894_01,Earth,D,97,S,False,PSO J318.5-22,27.0,False,0.0,0.0,443.0,244.0,1.0,False
2705,2897_01,Earth,E,197,S,False,TRAPPIST-1e,27.0,False,1.0,0.0,288.0,0.0,556.0,True
2706,2899_01,Mars,A,36,S,False,TRAPPIST-1e,27.0,False,523.0,0.0,0.0,970.0,0.0,False
2707,2900_01,Mars,G,472,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2708,2901_01,Earth,F,571,S,False,TRAPPIST-1e,27.0,False,0.0,20.0,0.0,300.0,681.0,False
2709,2901_02,Earth,E,198,S,False,PSO J318.5-22,27.0,False,0.0,2.0,25.0,0.0,707.0,True
2710,2902_01,Earth,B,94,P,False,TRAPPIST-1e,27.0,False,123.0,760.0,0.0,0.0,0.0,False
2711,2905_01,Earth,B,94,P,False,55 Cancri e,27.0,False,489.0,0.0,0.0,0.0,0.0,False
2713,2907_01,Earth,C,113,S,False,TRAPPIST-1e,27.0,False,0.0,9.0,2005.0,0.0,5.0,True
2716,2909_01,Earth,C,101,P,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,False
2717,2910_01,Earth,C,114,S,False,PSO J318.5-22,27.0,False,0.0,0.0,736.0,0.0,0.0,False
2718,2912_01,Mars,G,473,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,False
2719,2913_01,Mars,F,572,S,False,TRAPPIST-1e,27.0,False,21.0,25.0,1509.0,0.0,1042.0,False
2720,2919_01,Mars,F,573,S,False,TRAPPIST-1e,27.0,False,13.0,2119.0,315.0,0.0,261.0,True
2721,2919_02,Mars,G,474,S,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2722,2919_03,Mars,E,185,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2723,2920_01,Earth,B,96,P,False,TRAPPIST-1e,27.0,False,0.0,179.0,569.0,0.0,0.0,True
2724,2925_01,Mars,G,475,S,False,TRAPPIST-1e,27.0,False,336.0,11.0,796.0,15.0,0.0,True
2725,2925_02,Mars,C,115,S,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2726,2926_01,Mars,E,199,S,False,TRAPPIST-1e,27.0,False,828.0,25.0,545.0,107.0,0.0,False
2727,2927_01,Mars,F,630,P,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2728,2928_01,Europa,E,187,P,False,55 Cancri e,27.0,True,0.0,2062.0,2.0,19.0,1618.0,False
2729,2928_02,Europa,B,112,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2730,2928_03,Europa,G,476,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2731,2929_01,Earth,F,574,S,True,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2732,2930_01,Earth,C,102,P,False,TRAPPIST-1e,27.0,False,0.0,9.0,0.0,857.0,16.0,False
2733,2934_01,Earth,C,102,P,False,PSO J318.5-22,27.0,False,0.0,689.0,0.0,0.0,0.0,False
2734,2935_01,Europa,F,631,P,False,TRAPPIST-1e,27.0,False,0.0,28.0,0.0,6841.0,543.0,False
2735,2936_01,Earth,F,632,P,False,TRAPPIST-1e,27.0,False,15.0,30.0,11.0,2.0,388.0,False
2736,2938_01,Europa,G,477,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2737,2940_01,Earth,G,477,S,False,PSO J318.5-22,27.0,False,5.0,308.0,363.0,7.0,0.0,True
2738,2941_01,Earth,G,492,P,False,TRAPPIST-1e,27.0,False,24.0,0.0,13.0,717.0,0.0,False
2739,2942_01,Earth,G,493,P,False,TRAPPIST-1e,27.0,False,198.0,44.0,97.0,30.0,510.0,False
2740,2943_01,Earth,C,103,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,False
2741,2944_01,Earth,C,103,P,False,TRAPPIST-1e,27.0,False,214.0,3.0,16.0,569.0,0.0,False
2742,2944_02,Earth,B,97,P,False,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,False
2743,2944_03,Earth,B,97,P,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,False
2744,2944_04,Earth,G,478,S,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2745,2945_01,Earth,G,478,S,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2746,2948_01,Europa,G,478,S,False,TRAPPIST-1e,27.0,False,0.0,1971.0,77.0,577.0,1050.0,True
2747,2949_01,Earth,F,575,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,False
2748,2950_01,Earth,G,479,S,False,TRAPPIST-1e,27.0,False,310.0,0.0,374.0,0.0,5.0,False
2750,2954_01,Earth,F,634,P,False,55 Cancri e,27.0,False,235.0,0.0,101.0,0.0,316.0,True
2751,2956_01,Earth,F,576,S,False,PSO J318.5-22,27.0,False,3.0,141.0,0.0,0.0,1689.0,False
2752,2958_01,Earth,A,37,S,False,TRAPPIST-1e,27.0,False,1822.0,0.0,4.0,107.0,1204.0,False
2753,2959_01,Earth,F,577,S,False,PSO J318.5-22,27.0,False,1.0,0.0,933.0,614.0,0.0,False
2754,2960_01,Earth,F,578,S,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,False
2755,2961_01,Earth,F,636,P,False,TRAPPIST-1e,27.0,False,0.0,54.0,0.0,724.0,0.0,False
2756,2962_01,Mars,G,480,S,False,TRAPPIST-1e,27.0,False,1228.0,0.0,132.0,0.0,0.0,False
2757,2964_01,Europa,E,190,P,False,TRAPPIST-1e,27.0,False,2050.0,8525.0,0.0,270.0,636.0,False
2758,2965_01,Earth,E,190,P,False,TRAPPIST-1e,27.0,False,0.0,0.0,709.0,258.0,3.0,False
2759,2966_01,Earth,E,200,S,False,TRAPPIST-1e,27.0,False,2.0,417.0,323.0,0.0,84.0,True
2760,2968_01,Earth,E,191,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2762,2970_01,Earth,F,579,S,False,TRAPPIST-1e,27.0,False,740.0,82.0,6.0,0.0,1.0,False
2763,2971_01,Europa,F,637,P,False,TRAPPIST-1e,27.0,False,0.0,3135.0,0.0,26.0,3.0,True
2764,2972_01,Earth,F,581,S,False,TRAPPIST-1e,27.0,False,0.0,1.0,1441.0,0.0,190.0,True
2765,2975_01,Earth,D,98,S,False,PSO J318.5-22,27.0,False,0.0,0.0,585.0,0.0,10.0,False
2766,2979_01,Europa,E,201,S,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,False
2767,2982_01,Europa,F,638,P,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2768,2983_01,Earth,G,498,P,False,TRAPPIST-1e,27.0,False,0.0,0.0,31.0,0.0,810.0,True
2769,2984_01,Europa,D,99,S,False,TRAPPIST-1e,27.0,False,0.0,210.0,0.0,4114.0,0.0,False
2770,2986_01,Mars,G,499,P,False,TRAPPIST-1e,27.0,False,5711.0,0.0,2516.0,0.0,1370.0,False
2771,2988_01,Europa,G,499,P,False,55 Cancri e,27.0,False,396.0,1280.0,7.0,308.0,4941.0,False
2772,2990_01,Earth,E,192,P,True,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2774,2993_01,Earth,D,94,P,False,TRAPPIST-1e,27.0,False,1252.0,6.0,0.0,123.0,706.0,False
2775,2994_01,Earth,E,193,P,False,TRAPPIST-1e,27.0,False,173.0,0.0,14.0,0.0,603.0,False
2776,2995_01,Europa,G,483,S,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2777,2995_02,Europa,G,500,P,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2778,2996_01,Earth,G,501,P,False,55 Cancri e,27.0,False,0.0,611.0,2.0,4.0,22.0,False
2780,3000_01,Earth,B,113,S,False,TRAPPIST-1e,27.0,False,736.0,0.0,0.0,0.0,1.0,False
2781,3001_01,Europa,F,640,P,False,55 Cancri e,27.0,True,0.0,1577.0,0.0,425.0,4359.0,False
2782,3001_02,Europa,G,502,P,False,55 Cancri e,27.0,False,0.0,1001.0,2280.0,0.0,29.0,True
2783,3003_01,Europa,F,642,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2784,3004_01,Earth,F,584,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2785,3004_02,Earth,C,118,S,False,TRAPPIST-1e,27.0,False,0.0,53.0,0.0,744.0,0.0,False
2786,3005_01,Mars,C,118,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2787,3006_01,Earth,G,503,P,False,PSO J318.5-22,27.0,False,23.0,0.0,0.0,0.0,732.0,False
2788,3009_01,Mars,D,100,S,True,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2789,3010_01,Europa,D,101,S,False,TRAPPIST-1e,27.0,False,0.0,8403.0,0.0,7627.0,83.0,False
2790,3012_01,Earth,G,504,P,False,TRAPPIST-1e,27.0,False,1187.0,1.0,0.0,6.0,0.0,False
2792,3014_01,Europa,A,25,P,False,55 Cancri e,27.0,False,82.0,1390.0,0.0,347.0,6237.0,False
2793,3015_01,Earth,B,115,S,False,TRAPPIST-1e,27.0,False,0.0,1438.0,0.0,112.0,74.0,True
2794,3018_01,Earth,T,24,S,False,TRAPPIST-1e,27.0,False,0.0,49.0,2.0,639.0,0.0,False
2795,3019_01,Mars,D,102,S,False,TRAPPIST-1e,27.0,False,1644.0,0.0,234.0,157.0,64.0,False
2796,3020_01,Europa,G,506,P,False,TRAPPIST-1e,27.0,False,0.0,216.0,0.0,5391.0,3372.0,False
2797,3021_01,Earth,E,194,P,False,TRAPPIST-1e,27.0,False,517.0,1.0,301.0,60.0,4.0,False
2798,3021_02,Earth,F,585,S,False,TRAPPIST-1e,27.0,False,608.0,0.0,6.0,0.0,1637.0,False
2799,3022_01,Europa,D,103,S,False,TRAPPIST-1e,27.0,False,0.0,3331.0,270.0,2.0,3510.0,False
2800,3022_02,Europa,E,203,S,False,55 Cancri e,27.0,False,0.0,329.0,0.0,3154.0,312.0,False
2801,3023_01,Mars,G,485,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2802,3024_01,Earth,F,586,S,False,TRAPPIST-1e,27.0,False,0.0,0.0,1752.0,187.0,0.0,True
2803,3025_01,Earth,G,485,S,False,TRAPPIST-1e,27.0,False,2.0,788.0,0.0,128.0,9.0,True
2804,3025_02,Earth,B,101,P,False,TRAPPIST-1e,27.0,False,45.0,8.0,0.0,607.0,44.0,False
2805,3026_01,Earth,B,102,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,False
2806,3027_01,Earth,G,507,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,False
2807,3029_01,Europa,G,507,P,False,55 Cancri e,27.0,False,0.0,878.0,82.0,360.0,1784.0,False
2808,3029_02,Europa,G,509,P,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2809,3030_01,Europa,D,95,P,False,55 Cancri e,27.0,False,728.0,2551.0,0.0,48.0,1804.0,True
2810,3030_02,Europa,G,488,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2811,3032_01,Earth,D,96,P,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,False
2812,3032_02,Earth,D,96,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,False
2813,3032_03,Earth,D,97,P,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,False
2814,3032_04,Earth,F,645,P,False,TRAPPIST-1e,27.0,False,479.0,12.0,25.0,643.0,283.0,False
2815,3033_01,Earth,F,646,P,False,PSO J318.5-22,27.0,False,0.0,27.0,1181.0,0.0,513.0,False
2816,3034_01,Europa,G,510,P,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,False
2817,3036_01,Earth,G,490,S,False,PSO J318.5-22,27.0,False,506.0,0.0,1.0,178.0,0.0,False
2818,3038_01,Mars,E,204,S,False,TRAPPIST-1e,27.0,False,1228.0,0.0,0.0,0.0,0.0,False
2819,3039_01,Europa,E,204,S,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,False
2820,3040_01,Mars,G,491,S,False,TRAPPIST-1e,27.0,False,2616.0,0.0,2.0,5.0,0.0,False
2821,3042_01,Earth,G,511,P,False,TRAPPIST-1e,27.0,False,0.0,0.0,301.0,0.0,437.0,False
2822,3044_01,Earth,F,648,P,False,TRAPPIST-1e,27.0,False,577.0,139.0,0.0,0.0,0.0,False
2823,3045_01,Earth,F,648,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,False
2824,3047_01,Mars,F,648,P,True,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2825,3047_02,Mars,B,116,S,False,TRAPPIST-1e,27.0,False,995.0,0.0,6.0,48.0,0.0,False
2826,3048_01,Mars,B,116,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,False
2827,3050_01,Europa,G,512,P,False,TRAPPIST-1e,27.0,False,1586.0,2342.0,947.0,1.0,276.0,True
2828,3053_01,Europa,F,588,S,False,55 Cancri e,27.0,False,0.0,2.0,0.0,10976.0,810.0,False
2829,3054_01,Earth,G,492,S,False,TRAPPIST-1e,27.0,False,578.0,77.0,0.0,306.0,5.0,False
2830,3055_01,Earth,G,492,S,False,TRAPPIST-1e,27.0,False,1086.0,0.0,0.0,41.0,0.0,False
2831,3060_01,Mars,F,649,P,False,TRAPPIST-1e,27.0,False,760.0,2.0,2.0,0.0,0.0,False
2832,3060_02,Mars,G,513,P,False,TRAPPIST-1e,27.0,False,3309.0,0.0,10.0,0.0,0.0,False
2833,3060_03,Mars,C,119,S,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,False
2834,3061_01,Earth,G,514,P,False,TRAPPIST-1e,27.0,False,664.0,0.0,0.0,65.0,0.0,False
2835,3061_02,Earth,T,25,P,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,1745.0,72.0,False
2836,3062_01,Mars,E,206,S,False,TRAPPIST-1e,27.0,False,741.0,0.0,31.0,0.0,36.0,False
2837,3063_01,Earth,F,591,S,True,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2838,3063_02,Earth,F,591,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2839,3063_03,Earth,F,592,S,False,TRAPPIST-1e,27.0,False,1.0,0.0,0.0,450.0,254.0,False
2840,3064_01,Earth,F,652,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2841,3065_01,Europa,F,594,S,False,55 Cancri e,27.0,False,0.0,2065.0,1650.0,356.0,1.0,True
2842,3066_01,Earth,G,494,S,False,TRAPPIST-1e,27.0,False,1609.0,0.0,0.0,0.0,0.0,False
2843,3067_01,Earth,G,494,S,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2844,3068_01,Earth,G,496,S,False,TRAPPIST-1e,27.0,False,379.0,453.0,0.0,7.0,0.0,False
2845,3070_01,Earth,D,100,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
2846,3071_01,Europa,F,654,P,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True
